870abc17d060a72738746f727d9723db088217f9>4e671994e5b0c7aefbecd050e95fdb45272d7e12_4	explicit	…lifetimes, whereas indirect benefits refer to benefits to genetically related recipients; i.e., benefits that increase the inclusive fitness of benefactors but typicaly imply fitness costs that are not compensated during the benefactors’ lifetimes (Hamilton 1964; Trivers 1971; West et al. 2007).	background
929a7548464ce1d9d785abbe35da34842c0133e6>21096eb950bdff77308ad3924d69b681589bdc91_11	explicit	DOI: 10.7554/eLife.08828 1 of 27\nmitochondrial division (Friedman et al., 2011; Korobova et al., 2013; Murley et al., 2013; Korobova et al., 2014).	background
1b7d342e9e8cfc8f2327c9f62f3d40b4be7e8624>00aadd931a2b4603101a355d6b18f2c2bd17a3cd_2	explicit	The remnant of the total plasma membranes after extraction of caveolae is called bulk plasma membranes (40) (Fig.	background
5ab47755421be3c564a7ea61f37bfdabc4d3822b>37d72f5eff3540d6a99788c4ca83de2415d8ba1e_0	explicit	We used an active contour algorithm [10] to segment the organs from 340 coronal slices over the two patients.	method
0323f404c7211e8e7f5034f070e3e1a54ecff495>7b889faead3d086f66e10d2b2024f1a85419c7d0_1	explicit	For women with competing care-giving responsibilities, this involves allowing them to be accompanied by their children, providing on-site childcare or offering childcare subsidies [64,68,79].	background
cf3d0d63e8ed6cb6bac03c00d21d8b87c83a39d5>3d8487b14c2aae003bcdf41f857e0b51c91f285f_3	explicit	This change accelerates mitochondrial electron transport in the respiratory chain and produces more influx of electrons to the mitochondrial matrix, which in turn produces more ROS and RNS [21, 23, 33, 64, 100, 101, 107–118].	background
ebf18b99b02fb3d1db0496847c4a501822c13c5e>8cd504093b651fd4e1ee5cc5695bc607289314b3_0	explicit	Nevertheless, there is no high-quality evidence for the effectiveness of manipulative therapy for the treatment of CR.([8,17,18]) Shi-style cervical manipulation (SCM) is commonly used to treat CR in China.	background
676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646_4	explicit	Consistent with previous reports (al-Khodairy et al., 1995; Seufert et al., 1995; Tanaka et al., 1999; Biggins et al., 2001), our data showed that Smt3 and Ubc9 have pivotal functions during mitosis.	result
10e20e964f4934b478319b37b0617f10880c7d2c>650a68920d6f007cd6d6de8a695fae07e7a8260f_8	explicit	Scp160p has already been implicated in one such network, the SESA (SMY2/EAP1/SCP160/ASC1) network, in the function of a translational activator (11,25).	background
326861d2fcb678c73ebdb8e065998cbab5f9f6e9>a81fc7d0035f1f651b8454f05274ebeee6dc6acc_0	explicit	Clinical reports of energetic stress in HCM hearts (14, 15) prompted us to measure mitochondrial respiration, mitochondrial copy number, ROS emission/scavenging, and calcium handling in these 2 HCM mouse models.	method
2bc41c1556884d73206abcb0f0c3812e4bef205b>d91ae7f9c252cc67980a19231970ee249fcbd92e_3	explicit	Previous empirical analyses of subnational consumer subsidies found that a majority of solar adoption was attributable to subsidies (e.g., Hughes and Podolefsky, 2015; Burr, 2016; De Groote and Verboven, 2016; Gillingham and Tsvetanov, 2017).	background
5d3996c173eeedf80bd41f36aff3c0c9da54937a>5142ce7b4f63cb4a956fbb52a07349210dd64cf6_0	explicit	The third group of proteins might be necessary to cope with the alterations in electron Xow such as NdhD2, OCP, and the thioredoxin-like AhpC (Ohkawa et al. 2000; Kobayashi et al. 2004; Wilson et al. 2006).	background
cac9d02d7c9e7a082135858b927fa32770de68dc>None_0	explicit	These results are consistent with field observations of plasma electrolyte concentrations and thermal behaviour of the lizards Sauromalus hispidus and Uromastix acanthinurus (Grenot 1976; Smits 1984) and laboratory observations of S. hispidus (Smits et al. 1986).	result
af794c74a2bfd33336bca2a410ed42a978d98a89>691576326d898a7e56628c7775eb1acd93316a58_4	explicit	4 lead to a decrease in SC absorption in mice (Deng et al., 2010; Deng et al., 2012).	background
729825e6d3fad0a83fbcbd456f817d05d4dd28f2>49ceb1ded7f36b2a523f383150782a81d80c6863_1	explicit	found that SNPs of MMP-1 were linked to an increased risk of colorectal cancer [12,13].	background
0c84e9852f312bb9b0dfd1955ebc3cf56123bf94>2dce7fc0c967c8938391c54b4cde6b377d49175a_2	explicit	Matricellular proteins are thought to contribute to the organization and biomechanical stability of\nthe ECM by modulating cell-matrix interactions and cell signaling rather than by serving directly as structural components (Bornstein et al., 2000).	background
607f8689d219edadabfcf2cb62c48f946eed9450>1b30fdb090377f302ff8bc8c5f3f1f42ac157c84_1	explicit	The beneficial role of PBM as supportive modality in the management of postmastectomy lymphedema is well established based on strong evidence [15, 16] and recent data suggest its beneficial role concerning radiation-induced oral mucositis [17–20].	background
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_6	explicit	The mitochondrial transmembrane potential was measured using flow cytometry of cells stained with 5,5′,6,6′- tetrachloro-1,1′,3,3′-tetraethylbenzimidazolcarbocyanineiodide (JC-1) (Cossarizza et al., 1993) as described previously (Dymkowska et al., 2006).	method
b950f4539f57d008a62d1b14f076fa79362226b0>096bdd2bf22b5f68c1e4f6fb8e684a3e8f47953c_1	explicit	The language models were characterN-grams trained using texts from the Corpus of Spontaneous Japanese (CSJ) [23], which contains 12.	method
68a0523eae915908c151ce0f00d3289d5944586b>f589dd5ca77e324b57154ffb843cf9857e94d33e_0	explicit	Cisplatin has dramatically been used as the first line treatment for several types of solid tumors, such as breast, head and neck, ovarian, and lung cancers [17].	background
60ff14a8bce8e43c0cb85f5433ed57409d7b2899>45a5b5b6883064ab16de2f0e424ed83fceedf2b8_0	explicit	In recent years, a similar genotype shift has been observed in South Korea, northern Vietnam, China, Taiwan and Thailand (Chen et al., 2011; Nam et al., 1996; Nga et al., 2004; Nitatpattana et al., 2008; Pan et al., 2011; Wang et al., 2007; Yang et al., 2004; Yun et al., 2010; Zhang et al., 2009, 2011).	background
efaa33b745b1420d6bf13873a4df09680c7984e0>eb08d5a6852228a7b45deb22f1bf4dde945020c6_4	explicit	However, localization of additional γ-tubulin that surrounds the centrosomes only during mitosis does require microtubules (McNally and Thomas, 1998; Khodjakov and Rieder, 1999).	background
99169f18a30bfcf450d1c08304d4bfb73476a4bc>15aa036f9761495ca881a3f21b09ceab90821104_4	explicit	…is consistent with the currently-held notion that dsRNA targets the gene-specific destruction of mRNA in a wide variety of eukaryotic cells (Fire et al., 1998; Tabara et al., 1998; Tabara et al., 1999; Sanchez-Alvorado and Newmark, 1999; Grishok et al., 2000; Boscher and Labouesse, 2000;…	background
11452d7d54ccb0a38251b21baf988d2cef80de18>df07e27533ed02351a090850f93259b5ba6df76e_10	explicit	Spermatogonial transplantation was performed and recipients were prepared as described previously [7].	method
39aca52b748a1e8969413295fc736ea90fd930ea>b7c9b2632ffbcef4a35a6bf0c85686d9f11c1532_9	explicit	More examples of contradictory results have been observed in bovines; some reports (Zakhartchenko et al., 2001; Bhuiyan et al., 2004) indicated a significant decrease in blastocyst	result
91e70dd09e2f11ae1fe9d50a158e0897982c59f5>4df6b3366a6941eb537d4990fa82e963205feca2_1	explicit	Increasing the number of EPIYA motifs leads to an increase in the level of CagA phosphorylation (Higashi et al., 2002a; Argent et al., 2004, 2008a; Zhang et al., 2005; Naito et al., 2006).	background
38f75407e33adf753372ad61a05761abff2bd9b1>8067ef3a4a8c620f615368408a811747cacb15dc_1	explicit	, 2008), and Srebp1/2 are known to interact with Hmgb1/2; their activity has been reported to be enhanced by Hmgb1 (Najima et al., 2005).	background
15783ea4c99fe2b855d04f3531395faff82aa95a>f2e93d20d57b3f296911c399705fa5eed006c764_1	explicit	This is in keeping with the report of Blickstein et al,[3,15] which showed that the higher the combined twin birthweight the less likely it was to deliver discordant pairs.	result
48efd0b4da7649dc865f6ea10a54e78004bb6b0a>5e9bdbeb12fb3d726cc5f6caaa0bb85e4319644e_2	explicit	Coinciding with our results, it has been previously reported that i.p. injections of β-glucan reduced IFN-γ production induced by concanavalin A in mice (Pelizon et al., 2003).	result
2e8e515a004bee99bb91d5344dc91e8855e3395e>0da4a90c139164532691e314425354c2a80a9578_0	explicit	The occurrence of soft tissue tumors in such field of low-dose irradiation (LDRI) has also been emphasized by other authors [50, 52, 53] reporting the development of tumors of the skull bone and neck after exposure to full-mouth diagnostic dental X-ray film [3] and to irradiation for enlarged tonsils [54] and thymus [55].	result
e364d59a1dc537f2d51cebd7647030833629bb07>d18293e4a7b9d11f93cd5384005e289e00122f07_0	explicit	In this chapter we will present the formalism for these different kinds of beamformers in their scalar form, then develop the formalism for a vector beamformer (Sekihara et al., 2001, Quraan and Cheyne 2010) and an eigenstate-projected vector beamformer (Sekihara et al., 2001).	background
ad241e15eb1e767b6a8bf91e081ba89fa1784d84>88ed7f5b40fbe4f1d212b2967eff5cba78c85d75_4	explicit	, 2010), and retromer tubule formation is reported to be maximal at the time of Rab5-to-Rab7 conversion (Cullen and Korswagen, 2012; van Weering et al., 2012).	background
ac5fb99eda6b95e9703bb3d93417df5f7373e662>e9891d090394b105cc1a6a85ccf55253ca96728c_0	explicit	A serotype-shift occurred over the years with a predominance of DENV-1in 2010, DENV-2 in 2013 and again DENV-1 in 2016 [25].	background
bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_5	explicit	Existing applications of neural meanfield models to anesthesiainduced changes in spontaneous EEG rhythmsmostly focused on understanding the dynamical mechanisms underlying bi-phasic responses (Bojak and Liley, 2005; Hutt and Longtin, 2010; Steyn-Ross et al., 1999).	background
044557c18b4243f8d567b874fca8b9f908b3bdb1>500ac9f017ebe3886fc573ecd7b2d16d72f3cd29_0	explicit	In phytophagous arthropods, atranorin was reported to elicit a significant avoidance (Nimis and Skert 2006) or to reduce growth of insect larvae (Pöykkö et al. 2005; Slansky 1979) but no protective effect of atranorin was noticed in snails (Gauslaa 2005; Hesbacher et al. 1995).	background
a90db26255bf4bd0251dd1d6d3c48af2eb4072ac>41d7d2f90f1c139a9537a1be239e9c823ea22646_1	explicit	…has been undertaken at several locations including the Ganges delta of southern Bangladesh (Wang and Imhoff 1993), Everglades National Park (Simard et al. 2006), Madagascar (Pasqualini et al. 1999), Kakadu and Daintree National Parks in Australia, French Guiana and Malaysia (Lucas et al. 2007).	background
1101d5e8b3bac5243ccd4251c3f60b59e35ade37>a0372f7f85607ad16681f4e506c195645c5863ee_0	explicit	In [3], the authors show the bandwidth towards the L0 scratchpad memory is around L0Y times larger than the minimal (where each pixel is transferred once from the L1 to the L0 scratchpad memory).	background
e4381e08dc4560734aa844b63619c29f3ca7b4b7>5d53f75d1e3aad4e9d7b9c280541cfc3ff7f9bae_4	explicit	…Takamori et al. (2001)\nEndocrine cells, diencephalon (thalamus);\npresynaptic\nBrainstem catecholaminergic groups\nStornetta et al. (2002a, b); PVN (Herman et al. 2004); ME CRH cells, PP Wittmann et al. (2013)\nNot Viable (die at birth)\nMoechars et al. (2006), WallenMackenzie et al. (2006)\nVGluT3…	background
f78435844f6f59630273f3c8a31800fb4b59aa65>c205e82ddf7d9bd759cca3e16baa60c49cecf056_0	explicit	Following Carreras (2007) and Koo and Collins (2010), before training we transform the training set trees to be the best achievable within the model class (i.e., the closest projective tree or 1-Endpoint-Crossing tree).	method
b4465f300d540ee0c4261522c64a9f7c7684ab9f>05ea19e2b660025765aac6249f47f9183d0472d8_3	explicit	A series of genes (termed exo) involved in succinoglycan biosynthesis have been cloned and sequenced (10, 11, 12, 67, 68, 103, 113).	background
78df72c544579fbdc6f5c9a4b38434699e645873>a0c52ddd655648ddf0c426553bf0957e8abcc02a_2	explicit	The main distribution of 13-galactosidase-producing cells in tissues from the different lines is summarized in Table I in parallel with the evaluation of collagen VI expression products in control embryos at different locations (Marvulli et al., 1996).	background
80160aee8cdcbc26e6b65dd28fd07246c349140c>9b191008e5ce88ef5fb79694fa7fb8d7ab10170b_8	explicit	…a high overlap between PSD-95 and PLCb1 signals in the cerebral cortex, thus confirming a well defined subcellular location for PLCb1, which previously could be only demonstrated by Western blot analysis of subcellular fractions (Taguchi et al., 2007) or electron microscopy (Fukaya et al., 2008).	background
10f06d20a2bdecc69cb1d253d30ecad4b2c69405>31a2353cc61f4e73c7eee8f3c1a03ebf13373ee6_0	explicit	Neurodevelopmental outcome was assessed at 24 months using the Revised Griffith‚Äôs scales of Mental Development [24].	method
89d1c36c9e9e05ab0dc2f1e50589913eb2f57e80>0dc94c0e43086e09e474a0da769ce280e9dad6b0_0	explicit	The antioxidant BHT accumulates predominantly in the lung and induces alveolar epithelial damage because of its action on AEC1 (21), which is followed by the proliferation of pulmonary parenchymal cells resembling human UIP (20,22).	background
fbea85be172e21855cee46d6209bae3f95941ff3>17f2bd869df15476815b6d6a98d9a3184ea6c714_0	explicit	However, unlike Cochrane and Saa-Requejo (2000), the authors do not use a Sharpe ratio criterion to restrict the price interval for assets in incomplete markets, but a generalized version of the coherent risk measure first introduced by Artzner et al. (1999). Carr et al. (2001) argue that economic agents will not only invest in any arbitrage opportunity, but also invest in any acceptable opportunity.	method
3ebfb729621e55b8d9439ddb58074a342e7c1207>ef00264a745c3fc01019f8483502fcec7986e0c6_1	explicit	Stress and the subsequent activation of the HPA axis facilitate the acquisition of cocaine self-administration (Tidey and Miczek, 1997; Mantsch et al., 1998); manipulations of the HPA axis resulting in a reduction of function through pharmacological or surgical means can attenuate the acquisition…	background
21c7fa119032c976a89625081e9fc8497aadf520>dbcb2c6cbf1ce8aa365028b1437e918b30e5e0a5_2	explicit	For example, elk may form smaller groups when exposed to wolf predation risk in relatively closed habitats (Creel & Winnie 2005), but form larger groups in open habitats where wolf densities are higher (Gower et al. 2009).	background
6456c9c786e55a6232fb8ab9d6fff3c50d5fc2c1>f589dd5ca77e324b57154ffb843cf9857e94d33e_0	explicit	…mechanisms of resistance to CDDP have been described, including reduced intracellular accumulation of CDDP; increased detoxification of CDDP by the thiols, glutathione and metallothionein; increased DNA-repair activity; and increased tolerance to DNA damage (Galluzzi et al. 2012; Kelland 2007).	background
0fd548a07b8d113f5f6a6255abe191668120ac53>74809ba2f3834024b56f5b0784655b1435708c60_0	explicit	2000) and in skeletal muscle denervated by transection of the sciatic nerve (Baumeister et al. 1997; Tsukamoto et al. 2002).	background
fbfe2f43a8cc743b21e4177e5d0440849db1724e>412434187174932788fc14d7d51f88ff45b3c0d8_2	explicit	Other potentially carcinogenic effects of insulin resistance stem from abnormal levels of glucose and fatty acids, which include: altered intracellular signaling, chronic inflammation resulting from production of reactive oxygen species, and enhanced proliferation of transformed colonocytes due to increased energy supply [1].	background
3e883835fcb3fcbfdae9ca37dc7a20fb267e3248>8b36f7dd382ff8ffa3c65fde7405085423a6ac77_0	explicit	Recent studies have shown that the global flux distribution in oleaginous Chlorella protothecoides and Chlamydomonas reinhardtii remains stable under nitrogen limiting conditions and is controlled by the availability of carbon precursors (Xiong et al. 2010; Fan et al. 2012).	background
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_8	explicit	…Lemos et al., 2015) at baseline, allowed for the division of the aMCI group according to an AD-alike pattern of impairment at baseline (Lemos et al., 2015), and was associated with the risk of conversion to AD in follow-up studies (Auriacombe et al., 2010; Petersen, 2007; Sarazin et al., 2010).	result
5a5de10b3d41dd0c6f6a8f290808e074c5187d01>79f61a170f1b2133713feec94b5fa730841273ea_10	explicit	While there have been remarkable developments in the last ten years [1–6], structuring large-scale visual data is still an active research area and any improvements would have wide applicability.	background
acf4f8e5546446508c0f22bd5e386abb1e91426b>09310473ea701efa2a538e2aa1a5c1d000075be3_1	explicit	…2010b), jasmonic acid (JA) (Truman et al., 2007), azeleic acid (AA) (Jung et al., 2009), a CDR1-derived peptide (Xia et al., 2004), plastid glycerolipids (Nandi et al., 2004; Chaturvedi et al., 2008), G3P (Chanda et al., 2011) and an abietane diterpenoid, dehydroabietinal (Chaturvedi et al., 2012).	background
466370a07796a549b71a23078832e7be97aeba2c>d016cfb73144a94baa41c9af746332480a3c3648_4	explicit	rural, we calculated the relative prevalence of a missing value by other demographic and fitness variables using logistic regression [49].	method
bd957c2217d3dc716e74dabd06895e8c1db0cc02>c99d1450150bc0d23a6ce14519d9e73c3e5ca126_0	explicit	Consequently, the findings of our study suggest that increased PWV noted in new onset diabetes after kidney transplantation [48,49] may already, at least in part, be present before the transplantation and a result of pre-diabetes or insulin resistance in the uraemic patients awaiting a kidney transplant.	background
94cbcbee26d7d31b6facccd18a6c2672737b9827>29ab3e4228c5deaab49209006a761f77b64feaaf_1	explicit	However, even when using adjusted relative risk estimates, PAF estimates can be biased if there are unaccounted confounding factors leadings to overestimation of PAF [51].	background
7a9bf55cf151a07a0ca8237e765ba0d1412c73ee>e232a3393e6366652d41b8619b6ffd7b240194e3_5	explicit	Other mutations in the sgl locus were identi®ed as demonstrating a cuticle phenotype similar to that of wingless (wg) mutants (HaÈ cker et al. 1997; Haerry et al. 1997).	background
0244de3610992df3e77b65de794861810a673a48>89634acca7f883bb26a15b1db301488353d8654d_8	explicit	In a follow-up study using a clinical sample (Amir et al. 2012), individuals with SAD similarly lacked a positive reaction time bias relative to controls without SAD but, interestingly, did not differ in their reaction time to endorse or reject negative interpretations of social sentences.	background
345180770287ab9188e2dcfa2fd2ba0cd58214bb>9fd5ad25d7ed98d5586e815e260ebc98f490134e_2	explicit	The data on avian influenza outbreaks in Vietnam from 2003 through to 2006 was provided by the Epidemiology Unit of the Department of Animal Health, Ministry of Agriculture and Rural Development of Vietnam; the characteristics of this dataset are explained elsewhere [6].	method
ea92be6e5a2c9249991326f5e9f847e20e470322>2f3e26e993c38d346b279a043e05dfc140edf561_0	explicit	With regard to family fit, there is evidence that a minority of deaf couples would prefer to have deaf children and would consider using prenatal diagnosis to identify and terminate a hearing fetus (Middleton et al., 2001).	background
7e51c787152017274805a1db5d5c80a5d161dc54>bd657e005f384849ca6b918f6e61fb0d3a2738ce_0	explicit	reported that a temporary bite change occurs in most patients the morning after removal of the appliance, and permanent occlusal changes have been observed after longterm treatment with OAs in individual cases [19].	background
052157cc6f9b1faee4edf6bf3908236b30cdebf3>3e042815478444b00b9ad534c0be190fcdd9d7d4_1	explicit	This study differed from others where NE was achieved in that the birds were given liquid inoculations rather than cultures mixed with feed (Chalmers et al., 2007; Cooper & Songer, 2010).	result
3874a1098d1e34b107a9c4ba1a1e200070de15b0>7d253f083d75e9cba4af91751451b379fb5c37a3_3	explicit	Prolonged imbalance of systemic hemodynamics and insufficient postprandial sympathetic activation might cause PPH (Jansen and Lipsitz 1995; Umehara et al. 2014; Hirayama et al. 1993; Mathias 1991).	background
0ab21c6d52fff004a9b617cf818da94fdcabbde3>7fc5bdd1248a6cddca1a52c32f33ee9adfcfae26_1	explicit	…reflect early face processing mechanisms related to the structural encoding of faces (Bentin and Deouell, 2000; Bentin et al., 1996; Eimer, 2000a; Holmes et al., 2003) and has been found to be insensitive to changes in facial expression (Eimer et al., 2003; Holmes et al., 2003) or familiarity…	background
0d16e1ff081f170337e530014df950ac5a5e83c8>f050627e5d20b53029f1d9fd334276ead4162e53_0	explicit	Our results were consistent with the findings in the literature that visual impairment is common among patients in rehabilitation facilities (Cox et al., 2005; Grue et al., 2009; Lieberman et al., 2004; Lotery et al., 2000; Park et al., 2005; Squirrell et al., 2005; Wainapel et al., 1989).	result
959b02dc505a08bbad56f255ab7e0290a189749c>2734273d37e052007920ae7f93183abefe5f87d4_0	explicit	All femurs were fractured by simulating a fall on the greater trochantor in a modified Hayes-fall configuration (Courtney et al., 1995).	method
27db8d3a2c85cbc34deef51ce4cd850b431b4b34>a81b383bf01b572d28e1566650d938a6fe414e57_5	explicit	The potential for BCL-xL to modulate other channels in the outer mitochondrial membrane is suggested by the finding that BCL-xL regulates the open state of the mitochondrial voltage-dependent anion channel (VDAC) in synthetic membranes (Degterev et al., 2001; Vander Heiden et al., 2001).	background
6a804576072855ed8986d32dcefabc3e5e9cee8a>69f6fc72599d7e1a304943183ea73b17f617f391_0	explicit	This is in agreement with some results where different antibiotics led to less negatively charged zeta potential in Gram-negative bacteria as a consequence of modification or complete loss of LPS and/or lipid A from the outer membrane (Winfield et al., 2005; Gooderham and Hancock, 2009; Moffatt et al., 2010).	result
60f9b3448b6ee314f2108d2236cfc5ab04e116fb>bb8d38d63788f5144bd92244e2633c546ece91d5_0	explicit	Depression Assessment The Montgomery-Åsberg Depression Rating Scale (MADRS) [13] is increasingly employed in clinical research since results from earlier studies had suggested that the scale could be superior to the traditional HAMD17 with respect to sensitivity to change [13,14,15] and other psychometric properties [16].	method
04d1b0214bef9a4ad8931f37f57b3b7659a086d2>d5e0eef4f2c722e7cd4d047e4ed8c7c4a89bf840_0	explicit	These results are consistent with findings that there is a selective migration of stimulated lymphocytes to specific effector sites of the mucosal immune system (31).	result
a55f17fbdeb6adf8c1e818f16e6577a42f0060d6>0be119ce0687e7a6281b7bd7e6ed9161d127903f_1	explicit	To reduce indels at off-target sites, double nicking of opposite strands by the RuvC dead mutant Cas9D10A with two gRNAs has been proposed (Ran et al. 2013a; Shen et al. 2014).	background
7c7b2e1dff18b4b5e2e9fe3e1d7f09c47851ddb4>866268b9af08727566b9164c262160f1b6d4d1bf_0	explicit	For example, the second version of the Microsoft Kinect (Kinect V2) is one of the most low-cost and high-speed Time-of-Flight (ToF) sensors in the market [3].	background
fc68d5f72afa48abfe8190e0699498043d4dd172>301ca06f7d7942caf28c52152b977161ecc65242_0	explicit	GFP-Pex34p, like the peroxisomal matrix protein Pot1p, localized preferentially to a 20,000 × g pellet (20KgP) fraction enriched for mature peroxisomes and some forms of immature peroxisomes (Tam et al., 2003; Vizeacoumar et al., 2003, 2004) (Figure 1B).	method
1834ab3cb84bd4c5de9ff26e6cd206dbf44b993d>74677094ba4fb0f7a6297326b4c9cf8e6ea1fce2_0	explicit	In this study, all coated NiTi wires showed more deflection with the unloading force than the loading force, which is consistent with previously reported\nresults (Lim et al., ’94; Krishnan and Kumar, 2004; Elayyan et al., 2008, 2010; Alavi and Hosseini, 2012; Wilkinson et al., 2012).	result
556eb78302ffe5ec66ff085d5f1a1e46b4f9450c>713946316d4c6a8011c84e6e0f7ab8bb6a1dfd91_1	explicit	[8] investigated the thermal decomposition processes of 10 types of natural fibres commonly used in the polymer composite industry.	background
d793b0e2afcdfe65d4a25ca1acc861fae228ef11>cdf826f56975a67b3f1ef3778cc866768d22fdc1_2	explicit	The evaluation of the impact in the accuracy of the node’s response has been performed for each supported frequency by comparing the results with our reference model programmed in Matlab which mimics the node’s architecture and is already used in [3], [4], [5] and [6].	result
749ff9f6c213d8c81250920947520a4743259c46>a3a813bd9033d9da7b64a83af73283b7129ca18e_0	explicit	Mothers with incomplete socio-demographic or labor data (n = 36), caesarean sections (n = 42) or exceptionally long labor (> 24 hours, n = 1) were excluded because labor has been reported to influence lymphocyte distribution [15], leaving 1,397 subjects for this study.	background
9b91ec5455e956ecdd1402dc3ac2925316ceded3>2296d6a70ca69928c98b6c08070164fea2c6a6db_0	explicit	This conclusion is consistent with the results and conclusions of Fu et al. (2002) who allowed N-22 patients 3 mo to adapt to an octave shift.	result
a6841e7193671126d4ecbe3d6a4dc3e484f345af>8c0040b80eb3457cf1aaef9d522637f295db3251_2	explicit	…role, with local effects of dust and land surface changes having potentially intensified drought conditions during the Dust Bowl era, although the importance of these factors is still under discussion (McCrary and Randall 2010; Broennimann et al. 2009; Cook et al. 2009; Hoerling et al. 2009).	background
6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506>6186e70a6bc014d7d5b82a4649574ef25e7b7ec0_0	explicit	Another clinically important feature is the length of the MBs, sometimes referred as the width (Mohlenkamp et al. 2002; Ozbag et al. 2002; Ozbag and Kervancioglu 2004).	background
b9da01a2f8eb36903220c4b6777addc80a74f007>315d84e2ff0f948068d6888f00ca716f5c44958c_4	explicit	This design captured 11,383,697 bp within the non-recombining malespecific Y-chromosome, consistent with regions genotyped by previous Y sequencing studies [41] and the Y positions placed on the phylogenetic tree by the Y Chromosome Consortium [28].	method
9b0f8366932a559cf29283bf8299ecfe77997c20>42dc50c30fc3cdee9b7dc9405ad70c239c03ae1c_9	explicit	Straight lines on these semi-log plots are indicative of exponential distributions [4,36].	background
c43862db5eb7e43e3ef45b5eac4ab30e318f2002>18c72175ddbb7d5956d180b65a96005c100f6014_0	explicit	The Extended Yale B [14] dataset contains frontal face images of 38 individuals each under 64 different illumination conditions.	method
4f3d40553fb10c7d7eb129b381c30d4bc85081c4>b3267b3f8ba4e3b24e9ee2308c96dfcfe525bb66_2	explicit	2003; Maier 2003), but such capability was rarely reported for cold-adapted isolates (Yakimov et al. 1999; Pini et al. 2007; Cai et al. 2014).	background
4041ffb32ee870fed354f8d1df023b43df7cae98>1a1fbfaf8fbc81ff9719e91b359711acdbb0c4c8_0	explicit	[27], the Lineweaver-Burke equation was used to calculate the maximum deformability (EImax) and the shear stress required for one-half of this maximal deformation (SS K).	method
